    54953.53830944        1.00084972
    54953.55874392        1.00033104
    54953.57917830        1.00022185
    54953.59961287        1.00012076
    54953.62004735        1.00018036
    54953.64048172        1.00019228
    54953.66091620        1.00032711
    54953.68135078        1.00044072
    54953.70178515        1.00048435
    54953.72221963        1.00043583
    54953.74265421        1.00051093
    54953.76308858        1.00059545
    54953.78352306        1.00057387
    54953.80395754        1.00053382
    54953.82439202        1.00035381
    54953.84482649        1.00019288
    54953.86526097        1.00014830
    54953.88569555        1.00030577
    54953.90612992        1.00031674
    54953.92656440        1.00045192
    54953.94699898        1.00052857
    54953.96743336        1.00050128
    54953.98786783        1.00053954
    54954.00830221        1.00066888
    54954.02873679        1.00074971
    54954.04917127        1.00067556
    54954.06960574        1.00060654
    54954.09004022        1.00046360
    54954.11047470        1.00045192
    54954.13090918        1.00047684
    54954.15134356        1.00060785
    54954.17177813        1.00067711
    54954.19221261        1.00066209
    54954.21264699        1.00049746
    54954.23308157        1.00033867
    54954.25351605        1.00022960
    54954.27395042        1.00002503
    54954.29438490        0.99963158
    54954.31481948        0.99947393
    54954.33525396        0.99938679
    54954.35568834        0.99947304
    54954.37612292        0.99952918
    54954.39655740        0.99964637
    54954.41699177        0.99975497
    54954.43742625        0.99991614
    54954.45786083        1.00015950
    54954.47829521        1.00021315
    54954.49872969        1.00014973
    54954.51916417        1.00000858
    54954.53959875        0.99977344
    54954.56003323        0.99953115
    54954.58046761        0.99931705
    54954.60090219        0.99923748
    54954.62133667        0.99936831
    54954.64177104        0.99951208
    54954.66220552        0.99981904
    54954.68264010        1.00017118
    54954.70307448        1.00025380
    54954.72350896        1.00020134
    54954.74394354        0.99983585
    54954.76437792        0.99964261
    54954.78481240        0.99939561
    54954.80524688        0.99912673
    54954.82568136        0.99890816
    54954.84611584        0.99884129
    54954.86655032        0.99877292
    54954.88698480        0.99885154
    54954.90741928        0.99903065
    54954.92785376        0.99919116
    54954.94828814        0.99947226
    54954.96872272        0.99955201
    54954.98915720        0.99939215
    54955.00959158        0.99928021
    54955.03002616        0.99923557
    54955.05046065        0.99916089
    54955.07089513        0.99933183
    54955.09132951        0.99952555
    54955.11176409        0.99952793
    54955.13219857        0.99962074
    54955.15263295        0.99973643
    54955.17306753        0.99992144
    54955.19350201        0.99993551
    54955.21393639        1.00000489
    54955.23437087        1.00006485
    54955.25480545        1.00006330
    54955.27523984        1.00015688
    54955.29567432        1.00028932
    54955.31610890        1.00027847
    54955.33654328        1.00020254
    54955.35697776        1.00006616
    54955.37741224        0.99984407
    54955.39784682        0.99958187
    54955.41828121        0.99934638
    54955.43871569        0.99932313
    54955.45915027        0.99941289
    54955.47958465        0.99954265
    54955.50001913        0.99976099
    54955.52045351        0.99994946
    54955.54088810        1.00000644
    54955.56132258        0.99998981
    54955.58175706        0.99998564
    54955.60219154        0.99994385
    54955.62262602        0.99986613
    54955.64306051        0.99974215
    54955.66349489        0.99965578
    54955.68392947        0.99959564
    54955.70436395        0.99945742
    54955.72479834        0.99950010
    54955.74523292        0.99949217
    54955.76566740        0.99934548
    54955.78610178        0.99930632
    54955.80653627        0.99924374
    54955.82697085        0.99911863
    54955.84740533        0.99899989
    54955.86783981        0.99884731
    54955.88827430        0.99882609
    54955.90870878        0.99886835
    54955.92914326        0.99900436
    54955.94957765        0.99903309
    54955.97001223        0.99912411
    54955.99044671        0.99928325
    54956.01088110        0.99940288
    54956.03131568        0.99934274
    54956.05175016        0.99924576
    54956.07218465        0.99907756
    54956.09261903        0.99903309
    54956.11305361        0.99906784
    54956.13348810        0.99911684
    54956.15392248        0.99928665
    54956.17435706        0.99946404
    54956.19479155        0.99948215
    54956.21522593        0.99953651
    54956.23566041        0.99956173
    54956.25609500        0.99950117
    54956.27652938        0.99949366
    54956.31739845        0.99933589
    54956.33783283        0.99922723
    54956.35826732        0.99920142
    54956.37870180        0.99927133
    54956.39913639        0.99942112
    54956.41957077        0.99969465
    54956.44000525        0.99981469
    54956.46043984        0.99988335
    54956.48087422        0.99990499
    54956.50130871        0.99972242
    54956.52174309        0.99955601
    54956.54217768        0.99937546
    54956.56261216        0.99956608
    54956.58304665        0.99967295
    54956.60348113        0.99975944
    54956.62391561        0.99966848
    54956.64435010        0.99961394
    54956.66478448        0.99956685
    54956.68521907        0.99961394
    54956.70565355        0.99969381
    54956.72608794        0.99969262
    54956.74652252        0.99972647
    54956.76695701        0.99961716
    54956.78739139        0.99956697
    54956.80782588        0.99957442
    54956.82826046        0.99952322
    54956.84869485        0.99949139
    54956.86912934        0.99952221
    54956.88956392        0.99954289
    54956.90999841        0.99963886
    54956.93043279        0.99976605
    54956.95086728        0.99993533
    54956.97130186        1.00004506
    54956.99173625        1.00000155
    54957.01217073        0.99998486
    54957.03260532        0.99989653
    54957.05303970        0.99979103
    54957.07347419        0.99967277
    54957.09390868        0.99968696
    54957.11434316        0.99989676
    54957.13477765        1.00018883
    54957.15521213        1.00030625
    54957.17564672        1.00023401
    54957.19608111        1.00019491
    54957.21651559        1.00012672
    54957.23695008        1.00011098
    54957.25738456        1.00029325
    54957.27781905        1.00043738
    54957.29825354        1.00066006
    54957.31868812        1.00072455
    54957.33912251        1.00050628
    54957.35955700        1.00045264
    54957.37999148        1.00037563
    54957.40042597        1.00023663
    54957.42086046        1.00015759
    54957.44129494        1.00004661
    54957.46172953        0.99998701
    54957.48216392        0.99998689
    54957.50259840        1.00021732
    54957.52303279        1.00033963
    54957.54346738        1.00040948
    54957.56390186        1.00051379
    54957.58433625        1.00050783
    54957.60477084        1.00029778
    54957.62520532        1.00005996
    54957.64563981        0.99984533
    54957.66607420        0.99987984
    54957.68650879        0.99994302
    54957.70694327        1.00003505
    54957.72737766        1.00006306
    54957.74781225        1.00012743
    54957.76824673        1.00000596
    54957.78868112        0.99989861
    54957.80911561        0.99979931
    54957.82955020        0.99977571
    54957.84998458        0.99969190
    54957.87041907        0.99969882
    54957.89085356        0.99963617
    54957.91128815        0.99952322
    54957.93172253        0.99950910
    54957.95215702        0.99951708
    54957.97259161        0.99949086
    54957.99302600        0.99952942
    54958.01346049        0.99953723
    54958.03389487        0.99956077
    54958.05432946        0.99970222
    54958.09519844        0.99978417
    54958.11563293        0.99992585
    54958.13606741        1.00004292
    54958.15650190        1.00019014
    54958.17693629        1.00026703
    54958.19737088        1.00019360
    54958.21780537        1.00004065
    54958.23823976        0.99994707
    54958.25867434        0.99988711
    54958.27910883        0.99984449
    54958.29954322        0.99973953
    54958.31997771        0.99980891
    54958.34041230        0.99984920
    54958.36084669        0.99995929
    54958.38128117        1.00007594
    54958.40171576        1.00005984
    54958.42215025        1.00018632
    54958.44258464        1.00034761
    54958.46301913        1.00035977
    54958.48345372        1.00031352
    54958.50388811        1.00027573
    54958.52432260        1.00024736
    54958.54475718        1.00023270
    54958.56519157        1.00018668
    54958.58562606        1.00010073
